BUKRS,BELNR,GJAHR,BUZEI,BSCHL,HKONT,LIFNR,DMBTR,WRBTR,SHKZG,ZFBDT,AUGDT
1000,1900000539,2025,002,40,480000,,18897.93,18897.93,S,2024-12-06,
1000,1900000540,2024,001,31,200000,100021,14696.87,14696.87,H,2024-04-20,2024-05-10
1000,1900000540,2024,002,40,480000,,14696.87,14696.87,S,2024-04-20,2024-05-10
2000,1900000541,2025,001,31,200000,100051,4425.81,4425.81,H,2025-04-25,
2000,1900000541,2025,002,40,400000,,4425.81,4425.81,S,2025-04-25,
3000,1900000542,2024,001,31,200000,100044,14395.22,14395.22,H,2024-09-23,
3000,1900000542,2024,002,40,410000,,14395.22,14395.22,S,2024-09-23,
2000,1900000543,2024,001,31,200000,100058,23503.45,23503.45,H,2024-05-10,2024-05-16
2000,1900000543,2024,002,40,400000,,23503.45,23503.45,S,2024-05-10,2024-05-16
3000,1900000544,2025,001,31,200000,100037,13291.26,13291.26,H,2025-01-03,2025-02-12
3000,1900000544,2025,002,40,480000,,13291.26,13291.26,S,2025-01-03,2025-02-12
2000,1900000545,2024,001,31,200000,100019,12075.8,12075.8,H,2025-05-14,2025-07-06
2000,1900000545,2024,002,40,460000,,12075.8,12075.8,S,2025-05-14,2025-07-06
2000,1900000546,2025,001,31,200000,100012,5634.22,5634.22,H,2025-03-30,2025-04-11
2000,1900000546,2025,002,40,440000,,5634.22,5634.22,S,2025-03-30,2025-04-11
2000,1900000547,2025,001,31,200000,100059,2767.72,2767.72,H,2025-04-28,
2000,1900000547,2025,002,40,410000,,2767.72,2767.72,S,2025-04-28,
3000,1900000548,2024,001,31,200000,100008,14936.46,14936.46,H,2025-03-26,2025-04-19
3000,1900000548,2024,002,40,450000,,14936.46,14936.46,S,2025-03-26,2025-04-19
3000,1900000549,2025,001,31,200000,100028,23614.1,23614.1,H,2025-07-05,2025-07-10
3000,1900000549,2025,002,40,440000,,23614.1,23614.1,S,2025-07-05,2025-07-10
1000,1900000550,2025,001,31,200000,100046,10173.41,10173.41,H,2025-01-08,
1000,1900000550,2025,002,40,450000,,10173.41,10173.41,S,2025-01-08,
3000,1900000551,2025,001,31,200000,100044,17310.53,17310.53,H,2025-01-18,2025-03-01
3000,1900000551,2025,002,40,480000,,17310.53,17310.53,S,2025-01-18,2025-03-01
1000,1900000552,2024,001,31,200000,100031,2646.45,2646.45,H,2025-11-18,
1000,1900000552,2024,002,40,470000,,2646.45,2646.45,S,2025-11-18,
1000,1900000553,2024,001,31,200000,100017,6688.3,6688.3,H,2024-11-19,2024-12-02
1000,1900000553,2024,002,40,430000,,6688.3,6688.3,S,2024-11-19,2024-12-02
2000,1900000554,2024,001,31,200000,100058,4086.95,4086.95,H,2025-01-31,2025-04-11
2000,1900000554,2024,002,40,430000,,4086.95,4086.95,S,2025-01-31,2025-04-11
2000,1900000555,2025,001,31,200000,100013,23916.7,23916.7,H,2024-01-13,2024-03-03
2000,1900000555,2025,002,40,430000,,23916.7,23916.7,S,2024-01-13,2024-03-03
2000,1900000556,2024,001,31,200000,100012,1235.81,1235.81,H,2025-12-18,2026-02-05
2000,1900000556,2024,002,40,430000,,1235.81,1235.81,S,2025-12-18,2026-02-05
1000,1900000557,2025,001,31,200000,100054,22015.67,22015.67,H,2025-07-29,
1000,1900000557,2025,002,40,400000,,22015.67,22015.67,S,2025-07-29,
3000,1900000558,2024,001,31,200000,100040,12323.11,12323.11,H,2025-09-30,2025-12-02
3000,1900000558,2024,002,40,450000,,12323.11,12323.11,S,2025-09-30,2025-12-02
3000,1900000559,2025,001,31,200000,100053,21761.82,21761.82,H,2024-07-30,2024-10-02
3000,1900000559,2025,002,40,400000,,21761.82,21761.82,S,2024-07-30,2024-10-02
1000,1900000560,2025,001,31,200000,100013,14482.9,14482.9,H,2025-09-22,2025-10-05
1000,1900000560,2025,002,40,440000,,14482.9,14482.9,S,2025-09-22,2025-10-05
2000,1900000561,2025,001,31,200000,100003,14459.11,14459.11,H,2025-02-04,2025-03-10
2000,1900000561,2025,002,40,460000,,14459.11,14459.11,S,2025-02-04,2025-03-10
2000,1900000562,2025,001,31,200000,100008,5174.15,5174.15,H,2024-02-07,2024-02-14
2000,1900000562,2025,002,40,450000,,5174.15,5174.15,S,2024-02-07,2024-02-14
1000,1900000563,2024,001,31,200000,100033,22617.67,22617.67,H,2025-02-19,2025-03-08
1000,1900000563,2024,002,40,400000,,22617.67,22617.67,S,2025-02-19,2025-03-08
3000,1900000564,2025,001,31,200000,100021,20296.88,20296.88,H,2024-01-23,2024-03-31
3000,1900000564,2025,002,40,450000,,20296.88,20296.88,S,2024-01-23,2024-03-31
1000,1900000565,2025,001,31,200000,100018,986.09,986.09,H,2024-10-12,2024-11-06
1000,1900000565,2025,002,40,410000,,986.09,986.09,S,2024-10-12,2024-11-06
3000,1900000566,2025,001,31,200000,100012,11516.62,11516.62,H,2025-11-11,2025-11-24
3000,1900000566,2025,002,40,460000,,11516.62,11516.62,S,2025-11-11,2025-11-24
1000,1900000567,2025,001,31,200000,100002,9802.7,9802.7,H,2025-08-25,2025-09-22
1000,1900000567,2025,002,40,430000,,9802.7,9802.7,S,2025-08-25,2025-09-22
3000,1900000568,2024,001,31,200000,100014,994.83,994.83,H,2024-03-12,2024-04-28
3000,1900000568,2024,002,40,470000,,994.83,994.83,S,2024-03-12,2024-04-28
1000,1900000569,2025,001,31,200000,100053,23339.51,23339.51,H,2025-03-08,
1000,1900000569,2025,002,40,420000,,23339.51,23339.51,S,2025-03-08,
1000,1900000570,2024,001,31,200000,100036,4163.36,4163.36,H,2025-05-08,2025-05-31
1000,1900000570,2024,002,40,410000,,4163.36,4163.36,S,2025-05-08,2025-05-31
1000,1900000571,2025,001,31,200000,100012,16105.19,16105.19,H,2025-08-02,2025-09-22
1000,1900000571,2025,002,40,420000,,16105.19,16105.19,S,2025-08-02,2025-09-22
1000,1900000572,2025,001,31,200000,100011,1786.74,1786.74,H,2025-11-24,2025-12-02
1000,1900000572,2025,002,40,480000,,1786.74,1786.74,S,2025-11-24,2025-12-02
3000,1900000573,2024,001,31,200000,100006,16999.2,16999.2,H,2025-12-15,2026-01-31
3000,1900000573,2024,002,40,450000,,16999.2,16999.2,S,2025-12-15,2026-01-31
3000,1900000574,2024,001,31,200000,100005,17712.7,17712.7,H,2024-08-20,
3000,1900000574,2024,002,40,470000,,17712.7,17712.7,S,2024-08-20,
2000,1900000575,2024,001,31,200000,100013,8157.45,8157.45,H,2024-05-10,2024-07-17
2000,1900000575,2024,002,40,400000,,8157.45,8157.45,S,2024-05-10,2024-07-17
2000,1900000576,2025,001,31,200000,100003,20898.31,20898.31,H,2025-03-25,
2000,1900000576,2025,002,40,410000,,20898.31,20898.31,S,2025-03-25,
1000,1900000577,2025,001,31,200000,100057,1665.92,1665.92,H,2024-01-03,2024-01-12
1000,1900000577,2025,002,40,470000,,1665.92,1665.92,S,2024-01-03,2024-01-12
3000,1900000578,2024,001,31,200000,100043,19400.79,19400.79,H,2024-06-02,2024-06-13
3000,1900000578,2024,002,40,460000,,19400.79,19400.79,S,2024-06-02,2024-06-13
2000,1900000579,2025,001,31,200000,100008,19264.53,19264.53,H,2024-02-14,2024-03-10
2000,1900000579,2025,002,40,460000,,19264.53,19264.53,S,2024-02-14,2024-03-10
3000,1900000580,2025,001,31,200000,100056,14133.04,14133.04,H,2024-07-04,2024-08-20
3000,1900000580,2025,002,40,440000,,14133.04,14133.04,S,2024-07-04,2024-08-20
3000,1900000581,2024,001,31,200000,100009,6830.97,6830.97,H,2024-08-04,2024-10-10
3000,1900000581,2024,002,40,420000,,6830.97,6830.97,S,2024-08-04,2024-10-10
3000,1900000582,2025,001,31,200000,100017,23008.57,23008.57,H,2024-05-02,2024-05-31
3000,1900000582,2025,002,40,460000,,23008.57,23008.57,S,2024-05-02,2024-05-31
2000,1900000583,2025,001,31,200000,100014,11244.81,11244.81,H,2024-11-27,2025-02-05
2000,1900000583,2025,002,40,470000,,11244.81,11244.81,S,2024-11-27,2025-02-05
2000,1900000584,2025,001,31,200000,100038,6236.01,6236.01,H,2025-11-19,2025-12-02
2000,1900000584,2025,002,40,400000,,6236.01,6236.01,S,2025-11-19,2025-12-02
3000,1900000585,2025,001,31,200000,100044,18672.43,18672.43,H,2024-07-15,
3000,1900000585,2025,002,40,400000,,18672.43,18672.43,S,2024-07-15,
2000,1900000586,2024,001,31,200000,100000,3185.23,3185.23,H,2025-05-25,
2000,1900000586,2024,002,40,460000,,3185.23,3185.23,S,2025-05-25,
1000,1900000587,2025,001,31,200000,100057,7379.0,7379.0,H,2024-04-22,
1000,1900000587,2025,002,40,400000,,7379.0,7379.0,S,2024-04-22,
1000,1900000588,2024,001,31,200000,100035,9550.11,9550.11,H,2024-06-12,2024-06-22
1000,1900000588,2024,002,40,440000,,9550.11,9550.11,S,2024-06-12,2024-06-22
2000,1900000589,2024,001,31,200000,100039,17115.52,17115.52,H,2024-04-14,2024-06-17
2000,1900000589,2024,002,40,450000,,17115.52,17115.52,S,2024-04-14,2024-06-17
2000,1900000590,2024,001,31,200000,100003,2940.38,2940.38,H,2024-01-04,
2000,1900000590,2024,002,40,470000,,2940.38,2940.38,S,2024-01-04,
3000,1900000591,2025,001,31,200000,100038,2744.13,2744.13,H,2025-12-09,2026-01-24
3000,1900000591,2025,002,40,400000,,2744.13,2744.13,S,2025-12-09,2026-01-24
3000,1900000592,2025,001,31,200000,100014,24989.61,24989.61,H,2024-10-30,2024-11-07
3000,1900000592,2025,002,40,440000,,24989.61,24989.61,S,2024-10-30,2024-11-07
1000,1900000593,2025,001,31,200000,100021,12279.6,12279.6,H,2025-10-06,2025-12-09
1000,1900000593,2025,002,40,460000,,12279.6,12279.6,S,2025-10-06,2025-12-09
1000,1900000594,2025,001,31,200000,100043,1059.21,1059.21,H,2024-06-23,2024-08-06
1000,1900000594,2025,002,40,430000,,1059.21,1059.21,S,2024-06-23,2024-08-06
3000,1900000595,2024,001,31,200000,100042,14448.93,14448.93,H,2025-10-18,
3000,1900000595,2024,002,40,440000,,14448.93,14448.93,S,2025-10-18,
1000,1900000596,2024,001,31,200000,100012,8519.49,8519.49,H,2025-05-10,
1000,1900000596,2024,002,40,440000,,8519.49,8519.49,S,2025-05-10,
3000,1900000597,2025,001,31,200000,100010,24530.85,24530.85,H,2025-06-09,
3000,1900000597,2025,002,40,430000,,24530.85,24530.85,S,2025-06-09,
3000,1900000598,2025,001,31,200000,100007,22719.57,22719.57,H,2025-02-09,
3000,1900000598,2025,002,40,450000,,22719.57,22719.57,S,2025-02-09,
1000,1900000599,2025,001,31,200000,100021,22775.1,22775.1,H,2024-07-11,
1000,1900000599,2025,002,40,400000,,22775.1,22775.1,S,2024-07-11,
2000,1900000600,2025,001,31,200000,100038,2521.2,2521.2,H,2025-04-28,
2000,1900000600,2025,002,40,400000,,2521.2,2521.2,S,2025-04-28,
1000,1900000601,2025,001,31,200000,100007,11088.5,11088.5,H,2025-03-21,2025-05-06
1000,1900000601,2025,002,40,440000,,11088.5,11088.5,S,2025-03-21,2025-05-06
3000,1900000602,2024,001,31,200000,100035,15946.14,15946.14,H,2024-09-01,
3000,1900000602,2024,002,40,410000,,15946.14,15946.14,S,2024-09-01,
2000,1900000603,2025,001,31,200000,100058,5687.12,5687.12,H,2025-08-03,
2000,1900000603,2025,002,40,420000,,5687.12,5687.12,S,2025-08-03,
3000,1900000604,2025,001,31,200000,100002,11765.77,11765.77,H,2025-03-20,2025-05-10
3000,1900000604,2025,002,40,480000,,11765.77,11765.77,S,2025-03-20,2025-05-10
1000,1900000605,2024,001,31,200000,100050,23848.57,23848.57,H,2025-06-15,2025-07-13
1000,1900000605,2024,002,40,410000,,23848.57,23848.57,S,2025-06-15,2025-07-13
2000,1900000606,2024,001,31,200000,100051,18978.76,18978.76,H,2025-04-03,2025-05-27
2000,1900000606,2024,002,40,440000,,18978.76,18978.76,S,2025-04-03,2025-05-27
1000,1900000607,2024,001,31,200000,100030,10337.29,10337.29,H,2025-01-17,
1000,1900000607,2024,002,40,400000,,10337.29,10337.29,S,2025-01-17,
2000,1900000608,2024,001,31,200000,100041,9261.83,9261.83,H,2024-12-27,2025-02-16
2000,1900000608,2024,002,40,420000,,9261.83,9261.83,S,2024-12-27,2025-02-16
3000,1900000609,2025,001,31,200000,100022,10082.25,10082.25,H,2024-02-10,2024-03-20
3000,1900000609,2025,002,40,440000,,10082.25,10082.25,S,2024-02-10,2024-03-20
2000,1900000610,2024,001,31,200000,100025,23223.98,23223.98,H,2024-07-16,2024-09-14
2000,1900000610,2024,002,40,420000,,23223.98,23223.98,S,2024-07-16,2024-09-14
1000,1900000611,2025,001,31,200000,100056,14998.2,14998.2,H,2025-07-31,2025-09-05
1000,1900000611,2025,002,40,450000,,14998.2,14998.2,S,2025-07-31,2025-09-05
1000,1900000612,2024,001,31,200000,100053,4839.74,4839.74,H,2025-02-01,2025-02-14
1000,1900000612,2024,002,40,450000,,4839.74,4839.74,S,2025-02-01,2025-02-14
1000,1900000613,2024,001,31,200000,100026,17430.72,17430.72,H,2025-08-27,2025-09-26
1000,1900000613,2024,002,40,470000,,17430.72,17430.72,S,2025-08-27,2025-09-26
2000,1900000614,2025,001,31,200000,100056,5603.41,5603.41,H,2025-08-27,2025-09-23
2000,1900000614,2025,002,40,470000,,5603.41,5603.41,S,2025-08-27,2025-09-23
2000,1900000615,2024,001,31,200000,100036,13343.02,13343.02,H,2024-09-16,
2000,1900000615,2024,002,40,410000,,13343.02,13343.02,S,2024-09-16,
1000,1900000616,2025,001,31,200000,100046,4155.69,4155.69,H,2025-03-14,
1000,1900000616,2025,002,40,440000,,4155.69,4155.69,S,2025-03-14,
2000,1900000617,2025,001,31,200000,100056,17144.43,17144.43,H,2025-02-12,
2000,1900000617,2025,002,40,420000,,17144.43,17144.43,S,2025-02-12,
3000,1900000618,2025,001,31,200000,100034,6356.87,6356.87,H,2025-03-19,2025-04-09
3000,1900000618,2025,002,40,440000,,6356.87,6356.87,S,2025-03-19,2025-04-09
2000,1900000619,2025,001,31,200000,100020,18588.26,18588.26,H,2025-04-05,2025-04-10
2000,1900000619,2025,002,40,410000,,18588.26,18588.26,S,2025-04-05,2025-04-10
2000,1900000620,2025,001,31,200000,100021,14654.9,14654.9,H,2024-04-21,2024-05-30
2000,1900000620,2025,002,40,400000,,14654.9,14654.9,S,2024-04-21,2024-05-30
1000,1900000621,2025,001,31,200000,100053,6426.54,6426.54,H,2025-09-12,2025-10-25
1000,1900000621,2025,002,40,480000,,6426.54,6426.54,S,2025-09-12,2025-10-25
1000,1900000622,2025,001,31,200000,100001,20504.76,20504.76,H,2025-10-30,2025-11-21
1000,1900000622,2025,002,40,460000,,20504.76,20504.76,S,2025-10-30,2025-11-21
1000,1900000623,2024,001,31,200000,100048,405.49,405.49,H,2025-09-08,
1000,1900000623,2024,002,40,400000,,405.49,405.49,S,2025-09-08,
3000,1900000624,2025,001,31,200000,100046,21841.06,21841.06,H,2025-09-02,
3000,1900000624,2025,002,40,480000,,21841.06,21841.06,S,2025-09-02,
1000,1900000625,2025,001,31,200000,100059,4976.24,4976.24,H,2024-10-01,
1000,1900000625,2025,002,40,400000,,4976.24,4976.24,S,2024-10-01,
1000,1900000626,2025,001,31,200000,100036,2985.19,2985.19,H,2025-07-25,2025-08-05
1000,1900000626,2025,002,40,450000,,2985.19,2985.19,S,2025-07-25,2025-08-05
3000,1900000627,2025,001,31,200000,100010,8663.6,8663.6,H,2025-12-29,2026-02-27
3000,1900000627,2025,002,40,400000,,8663.6,8663.6,S,2025-12-29,2026-02-27
2000,1900000628,2024,001,31,200000,100047,24991.32,24991.32,H,2024-04-19,
2000,1900000628,2024,002,40,460000,,24991.32,24991.32,S,2024-04-19,
1000,1900000629,2024,001,31,200000,100026,24027.89,24027.89,H,2024-01-24,
1000,1900000629,2024,002,40,440000,,24027.89,24027.89,S,2024-01-24,
2000,1900000630,2024,001,31,200000,100042,19439.34,19439.34,H,2025-04-06,
2000,1900000630,2024,002,40,410000,,19439.34,19439.34,S,2025-04-06,
1000,1900000631,2025,001,31,200000,100043,13187.4,13187.4,H,2024-12-25,
1000,1900000631,2025,002,40,420000,,13187.4,13187.4,S,2024-12-25,
3000,1900000632,2024,001,31,200000,100048,12829.36,12829.36,H,2024-10-04,2024-11-11
3000,1900000632,2024,002,40,450000,,12829.36,12829.36,S,2024-10-04,2024-11-11
3000,1900000633,2024,001,31,200000,100048,311.6,311.6,H,2024-06-28,2024-07-03
3000,1900000633,2024,002,40,430000,,311.6,311.6,S,2024-06-28,2024-07-03
1000,1900000634,2024,001,31,200000,100005,10931.84,10931.84,H,2024-09-27,2024-11-16
1000,1900000634,2024,002,40,470000,,10931.84,10931.84,S,2024-09-27,2024-11-16
1000,1900000635,2025,001,31,200000,100019,9890.43,9890.43,H,2024-05-05,2024-07-14
1000,1900000635,2025,002,40,410000,,9890.43,9890.43,S,2024-05-05,2024-07-14
2000,1900000636,2024,001,31,200000,100009,8765.02,8765.02,H,2025-08-15,
2000,1900000636,2024,002,40,430000,,8765.02,8765.02,S,2025-08-15,
3000,1900000637,2025,001,31,200000,100016,7409.4,7409.4,H,2025-11-25,
3000,1900000637,2025,002,40,440000,,7409.4,7409.4,S,2025-11-25,
2000,1900000638,2024,001,31,200000,100047,21915.83,21915.83,H,2025-01-30,2025-03-17
2000,1900000638,2024,002,40,430000,,21915.83,21915.83,S,2025-01-30,2025-03-17
2000,1900000639,2025,001,31,200000,100000,769.58,769.58,H,2024-05-11,2024-06-19
2000,1900000639,2025,002,40,480000,,769.58,769.58,S,2024-05-11,2024-06-19
1000,1900000640,2024,001,31,200000,100057,22937.98,22937.98,H,2024-09-17,2024-10-19
1000,1900000640,2024,002,40,450000,,22937.98,22937.98,S,2024-09-17,2024-10-19
2000,1900000641,2025,001,31,200000,100057,6432.13,6432.13,H,2025-01-09,2025-01-29
2000,1900000641,2025,002,40,480000,,6432.13,6432.13,S,2025-01-09,2025-01-29
3000,1900000642,2024,001,31,200000,100033,5161.92,5161.92,H,2024-11-30,
3000,1900000642,2024,002,40,400000,,5161.92,5161.92,S,2024-11-30,
1000,1900000643,2024,001,31,200000,100015,20426.36,20426.36,H,2024-10-09,
1000,1900000643,2024,002,40,420000,,20426.36,20426.36,S,2024-10-09,
1000,1900000644,2025,001,31,200000,100027,8951.18,8951.18,H,2025-06-15,2025-08-24
1000,1900000644,2025,002,40,410000,,8951.18,8951.18,S,2025-06-15,2025-08-24
3000,1900000645,2024,001,31,200000,100000,9700.23,9700.23,H,2025-03-23,2025-04-22
3000,1900000645,2024,002,40,420000,,9700.23,9700.23,S,2025-03-23,2025-04-22
1000,1900000646,2025,001,31,200000,100016,20293.84,20293.84,H,2025-09-07,2025-11-06
1000,1900000646,2025,002,40,420000,,20293.84,20293.84,S,2025-09-07,2025-11-06
3000,1900000647,2024,001,31,200000,100039,2256.11,2256.11,H,2025-07-06,
3000,1900000647,2024,002,40,450000,,2256.11,2256.11,S,2025-07-06,
2000,1900000648,2025,001,31,200000,100025,5305.34,5305.34,H,2024-05-09,2024-06-27
2000,1900000648,2025,002,40,450000,,5305.34,5305.34,S,2024-05-09,2024-06-27
3000,1900000649,2025,001,31,200000,100038,19521.19,19521.19,H,2025-08-02,
3000,1900000649,2025,002,40,420000,,19521.19,19521.19,S,2025-08-02,
2000,1900000650,2025,001,31,200000,100046,12528.91,12528.91,H,2024-04-03,2024-04-11
2000,1900000650,2025,002,40,460000,,12528.91,12528.91,S,2024-04-03,2024-04-11
1000,1900000651,2025,001,31,200000,100034,3511.28,3511.28,H,2025-01-06,2025-02-16
1000,1900000651,2025,002,40,440000,,3511.28,3511.28,S,2025-01-06,2025-02-16
1000,1900000652,2024,001,31,200000,100029,5495.97,5495.97,H,2025-01-13,
1000,1900000652,2024,002,40,440000,,5495.97,5495.97,S,2025-01-13,
2000,1900000653,2024,001,31,200000,100058,18626.01,18626.01,H,2024-03-15,
2000,1900000653,2024,002,40,430000,,18626.01,18626.01,S,2024-03-15,
1000,1900000654,2025,001,31,200000,100043,20981.88,20981.88,H,2025-06-28,2025-08-31
1000,1900000654,2025,002,40,400000,,20981.88,20981.88,S,2025-06-28,2025-08-31
1000,1900000655,2024,001,31,200000,100041,24000.61,24000.61,H,2025-10-20,
1000,1900000655,2024,002,40,470000,,24000.61,24000.61,S,2025-10-20,
2000,1900000656,2025,001,31,200000,100001,23182.6,23182.6,H,2024-02-27,
2000,1900000656,2025,002,40,400000,,23182.6,23182.6,S,2024-02-27,
1000,1900000657,2024,001,31,200000,100054,6408.01,6408.01,H,2024-08-27,2024-09-23
1000,1900000657,2024,002,40,460000,,6408.01,6408.01,S,2024-08-27,2024-09-23
3000,1900000658,2025,001,31,200000,100009,11284.74,11284.74,H,2025-10-23,2025-12-11
3000,1900000658,2025,002,40,430000,,11284.74,11284.74,S,2025-10-23,2025-12-11
3000,1900000659,2025,001,31,200000,100003,3504.61,3504.61,H,2024-10-17,
3000,1900000659,2025,002,40,430000,,3504.61,3504.61,S,2024-10-17,
2000,1900000660,2025,001,31,200000,100051,3378.09,3378.09,H,2024-05-19,2024-07-26
2000,1900000660,2025,002,40,470000,,3378.09,3378.09,S,2024-05-19,2024-07-26
3000,1900000661,2025,001,31,200000,100052,6455.9,6455.9,H,2025-04-14,2025-06-01
3000,1900000661,2025,002,40,400000,,6455.9,6455.9,S,2025-04-14,2025-06-01
1000,1900000662,2025,001,31,200000,100013,13233.4,13233.4,H,2025-11-09,
1000,1900000662,2025,002,40,410000,,13233.4,13233.4,S,2025-11-09,
1000,1900000663,2025,001,31,200000,100035,7863.49,7863.49,H,2024-10-19,2024-11-22
1000,1900000663,2025,002,40,460000,,7863.49,7863.49,S,2024-10-19,2024-11-22
3000,1900000664,2025,001,31,200000,100048,17845.3,17845.3,H,2025-08-22,2025-10-30
3000,1900000664,2025,002,40,440000,,17845.3,17845.3,S,2025-08-22,2025-10-30
3000,1900000665,2025,001,31,200000,100022,19936.38,19936.38,H,2024-01-22,
3000,1900000665,2025,002,40,450000,,19936.38,19936.38,S,2024-01-22,
1000,1900000666,2025,001,31,200000,100001,19342.08,19342.08,H,2025-12-13,
1000,1900000666,2025,002,40,480000,,19342.08,19342.08,S,2025-12-13,
2000,1900000667,2025,001,31,200000,100049,1588.25,1588.25,H,2025-04-05,2025-05-11
2000,1900000667,2025,002,40,420000,,1588.25,1588.25,S,2025-04-05,2025-05-11
3000,1900000668,2024,001,31,200000,100000,16046.43,16046.43,H,2024-05-18,
3000,1900000668,2024,002,40,450000,,16046.43,16046.43,S,2024-05-18,
3000,1900000669,2024,001,31,200000,100009,16696.08,16696.08,H,2025-03-10,2025-04-21
3000,1900000669,2024,002,40,460000,,16696.08,16696.08,S,2025-03-10,2025-04-21
1000,1900000670,2025,001,31,200000,100047,13228.41,13228.41,H,2025-10-25,2025-12-24
1000,1900000670,2025,002,40,430000,,13228.41,13228.41,S,2025-10-25,2025-12-24
2000,1900000671,2024,001,31,200000,100008,21769.26,21769.26,H,2024-03-22,
2000,1900000671,2024,002,40,440000,,21769.26,21769.26,S,2024-03-22,
1000,1900000672,2025,001,31,200000,100040,17665.73,17665.73,H,2025-08-23,
1000,1900000672,2025,002,40,480000,,17665.73,17665.73,S,2025-08-23,
2000,1900000673,2025,001,31,200000,100026,23830.78,23830.78,H,2024-06-27,
2000,1900000673,2025,002,40,400000,,23830.78,23830.78,S,2024-06-27,
1000,1900000674,2025,001,31,200000,100026,12459.37,12459.37,H,2025-04-17,2025-05-09
1000,1900000674,2025,002,40,460000,,12459.37,12459.37,S,2025-04-17,2025-05-09
2000,1900000675,2024,001,31,200000,100014,22106.86,22106.86,H,2025-08-23,2025-10-30
2000,1900000675,2024,002,40,470000,,22106.86,22106.86,S,2025-08-23,2025-10-30
3000,1900000676,2024,001,31,200000,100037,15750.7,15750.7,H,2025-05-09,
3000,1900000676,2024,002,40,420000,,15750.7,15750.7,S,2025-05-09,
3000,1900000677,2024,001,31,200000,100049,776.39,776.39,H,2025-10-22,
3000,1900000677,2024,002,40,440000,,776.39,776.39,S,2025-10-22,
3000,1900000678,2025,001,31,200000,100050,10522.18,10522.18,H,2025-02-26,
3000,1900000678,2025,002,40,420000,,10522.18,10522.18,S,2025-02-26,
2000,1900000679,2024,001,31,200000,100004,14737.1,14737.1,H,2025-05-17,
2000,1900000679,2024,002,40,400000,,14737.1,14737.1,S,2025-05-17,
1000,1900000680,2025,001,31,200000,100059,15885.17,15885.17,H,2025-03-31,2025-04-06
1000,1900000680,2025,002,40,480000,,15885.17,15885.17,S,2025-03-31,2025-04-06
1000,1900000681,2024,001,31,200000,100015,23513.76,23513.76,H,2024-10-03,2024-12-08
1000,1900000681,2024,002,40,420000,,23513.76,23513.76,S,2024-10-03,2024-12-08
3000,1900000682,2024,001,31,200000,100044,21473.64,21473.64,H,2024-06-30,2024-08-11
3000,1900000682,2024,002,40,460000,,21473.64,21473.64,S,2024-06-30,2024-08-11
3000,1900000683,2024,001,31,200000,100019,15555.09,15555.09,H,2025-11-07,2025-12-07
3000,1900000683,2024,002,40,400000,,15555.09,15555.09,S,2025-11-07,2025-12-07
1000,1900000684,2025,001,31,200000,100011,3282.58,3282.58,H,2024-04-30,2024-06-16
1000,1900000684,2025,002,40,410000,,3282.58,3282.58,S,2024-04-30,2024-06-16
3000,1900000685,2025,001,31,200000,100029,19019.94,19019.94,H,2024-09-20,
3000,1900000685,2025,002,40,430000,,19019.94,19019.94,S,2024-09-20,
2000,1900000686,2024,001,31,200000,100042,11297.89,11297.89,H,2025-01-22,2025-03-24
2000,1900000686,2024,002,40,430000,,11297.89,11297.89,S,2025-01-22,2025-03-24
1000,1900000687,2025,001,31,200000,100021,20019.32,20019.32,H,2024-05-16,2024-07-21
1000,1900000687,2025,002,40,450000,,20019.32,20019.32,S,2024-05-16,2024-07-21
1000,1900000688,2024,001,31,200000,100044,7629.0,7629.0,H,2024-03-12,2024-05-12
1000,1900000688,2024,002,40,410000,,7629.0,7629.0,S,2024-03-12,2024-05-12
1000,1900000689,2024,001,31,200000,100034,15812.79,15812.79,H,2025-05-03,2025-05-31
1000,1900000689,2024,002,40,480000,,15812.79,15812.79,S,2025-05-03,2025-05-31
1000,1900000690,2025,001,31,200000,100052,23521.19,23521.19,H,2025-02-26,2025-03-07
1000,1900000690,2025,002,40,470000,,23521.19,23521.19,S,2025-02-26,2025-03-07
2000,1900000691,2024,001,31,200000,100014,22207.26,22207.26,H,2025-02-10,2025-04-19
2000,1900000691,2024,002,40,440000,,22207.26,22207.26,S,2025-02-10,2025-04-19
3000,1900000692,2024,001,31,200000,100059,3168.73,3168.73,H,2024-04-05,2024-05-17
3000,1900000692,2024,002,40,430000,,3168.73,3168.73,S,2024-04-05,2024-05-17
1000,1900000693,2024,001,31,200000,100034,20279.77,20279.77,H,2025-06-01,2025-06-12
1000,1900000693,2024,002,40,430000,,20279.77,20279.77,S,2025-06-01,2025-06-12
1000,1900000694,2024,001,31,200000,100055,23269.83,23269.83,H,2024-07-23,2024-09-13
1000,1900000694,2024,002,40,420000,,23269.83,23269.83,S,2024-07-23,2024-09-13
1000,1900000695,2024,001,31,200000,100055,18245.64,18245.64,H,2025-07-01,2025-09-06
1000,1900000695,2024,002,40,430000,,18245.64,18245.64,S,2025-07-01,2025-09-06
2000,1900000696,2025,001,31,200000,100046,19029.91,19029.91,H,2025-05-04,2025-07-11
2000,1900000696,2025,002,40,420000,,19029.91,19029.91,S,2025-05-04,2025-07-11
3000,1900000697,2025,001,31,200000,100041,7578.86,7578.86,H,2025-11-03,2025-12-27
3000,1900000697,2025,002,40,440000,,7578.86,7578.86,S,2025-11-03,2025-12-27
