MBLNR,MJAHR,ZEILE,BWART,MATNR,MENGE,MEINS,WERKS,LIFNR,EBELN,EBELP
5000000487,2025,0001,102,MRO-1002,101.12,EA,1010,100005,4500091304,00010
5000000487,2025,0002,101,MRO-1002,114.11,EA,2010,100005,4500091304,00010
5000000488,2024,0001,102,IT-3001,25.46,EA,1020,100020,4500091800,00010
5000000488,2024,0002,101,IT-3001,156.09,EA,2010,100020,4500091800,00010
5000000489,2025,0001,101,SPARE-5002,121.99,EA,1020,100024,4500090127,00010
5000000490,2025,0001,101,IT-3002,72.23,EA,1010,100024,4500091920,00010
5000000490,2025,0002,261,IT-3002,64.31,EA,1010,100024,4500091920,00010
5000000490,2025,0003,101,IT-3002,94.37,EA,2010,100024,4500091920,00010
5000000491,2024,0001,261,OFFC-4001,169.27,EA,1010,100005,4500090684,00030
5000000492,2024,0001,102,SERV-6001,11.23,HR,2010,100040,4500090763,00020
5000000492,2024,0002,101,SERV-6001,94.07,HR,1020,100040,4500090763,00020
5000000492,2024,0003,102,SERV-6001,110.52,HR,1010,100040,4500090763,00020
5000000493,2024,0001,101,IT-3001,137.25,EA,1020,100009,4500091204,00020
5000000494,2024,0001,101,SPARE-5001,68.0,EA,1020,100005,4500090740,00010
5000000495,2025,0001,102,SPARE-5002,183.32,EA,1010,100018,4500091880,00010
5000000495,2025,0002,101,SPARE-5002,184.87,EA,1010,100018,4500091880,00010
5000000496,2025,0001,102,SERV-6001,101.13,HR,2010,100013,4500090226,00020
5000000496,2025,0002,102,SERV-6001,197.4,HR,2010,100013,4500090226,00020
5000000496,2025,0003,102,SERV-6001,32.42,HR,1020,100013,4500090226,00020
5000000497,2024,0001,101,OFFC-4001,119.01,EA,2010,100013,4500091417,00020
5000000498,2025,0001,261,SERV-6001,24.38,HR,1010,100021,4500090096,00010
5000000498,2025,0002,102,SERV-6001,164.37,HR,2010,100021,4500090096,00010
5000000498,2025,0003,102,SERV-6001,40.0,HR,2010,100021,4500090096,00010
5000000499,2024,0001,102,MRO-1001,84.32,EA,2010,100003,4500091239,00020
5000000499,2024,0002,101,MRO-1001,66.41,EA,2010,100003,4500091239,00020
5000000500,2024,0001,101,SERV-6002,176.39,EA,2010,100046,4500090977,00010
5000000501,2025,0001,101,SPARE-5002,164.95,EA,2010,100036,4500090693,00010
5000000501,2025,0002,102,SPARE-5002,152.69,EA,2010,100036,4500090693,00010
5000000501,2025,0003,101,SPARE-5002,142.69,EA,2010,100036,4500090693,00010
5000000502,2024,0001,261,SPARE-5002,48.74,EA,2010,100033,4500091325,00020
5000000502,2024,0002,101,SPARE-5002,69.96,EA,1010,100033,4500091325,00020
5000000503,2024,0001,101,FUEL-2001,190.97,L,1020,100032,4500091985,00030
5000000503,2024,0002,101,FUEL-2001,29.59,L,2010,100032,4500091985,00030
5000000504,2024,0001,102,SPARE-5002,196.01,EA,2010,100039,4500090247,00040
5000000504,2024,0002,101,SPARE-5002,2.66,EA,1020,100039,4500090247,00040
5000000505,2024,0001,102,SERV-6001,127.24,HR,1010,100038,4500091092,00020
5000000506,2025,0001,261,SERV-6001,69.9,HR,1020,100050,4500090865,00020
5000000507,2025,0001,101,IT-3002,93.43,EA,1010,100009,4500091979,00010
5000000507,2025,0002,261,IT-3002,15.75,EA,1020,100009,4500091979,00010
5000000508,2025,0001,102,IT-3002,84.22,EA,2010,100029,4500090843,00020
5000000508,2025,0002,102,IT-3002,122.63,EA,1020,100029,4500090843,00020
5000000509,2025,0001,101,SPARE-5002,77.89,EA,2010,100034,4500091568,00020
5000000509,2025,0002,102,SPARE-5002,142.14,EA,1010,100034,4500091568,00020
5000000509,2025,0003,101,SPARE-5002,138.49,EA,1010,100034,4500091568,00020
5000000510,2024,0001,102,IT-3002,1.23,EA,2010,100015,4500090706,00010
5000000511,2025,0001,261,SERV-6001,77.58,HR,1020,100052,4500091361,00010
5000000511,2025,0002,261,SERV-6001,57.34,HR,1010,100052,4500091361,00010
5000000511,2025,0003,261,SERV-6001,71.02,HR,1020,100052,4500091361,00010
5000000512,2024,0001,101,SERV-6002,159.45,EA,2010,100050,4500091503,00030
5000000512,2024,0002,102,SERV-6002,117.05,EA,1020,100050,4500091503,00030
5000000512,2024,0003,261,SERV-6002,30.9,EA,1010,100050,4500091503,00030
5000000513,2025,0001,102,SPARE-5002,113.7,EA,2010,100053,4500091369,00010
5000000513,2025,0002,102,SPARE-5002,15.25,EA,1010,100053,4500091369,00010
5000000513,2025,0003,101,SPARE-5002,113.56,EA,1020,100053,4500091369,00010
5000000514,2024,0001,101,IT-3001,32.45,EA,1020,100048,4500091250,00010
5000000514,2024,0002,102,IT-3001,106.04,EA,1010,100048,4500091250,00010
5000000514,2024,0003,261,IT-3001,101.43,EA,1010,100048,4500091250,00010
5000000515,2025,0001,101,SERV-6001,57.84,HR,2010,100059,4500091385,00020
5000000515,2025,0002,102,SERV-6001,147.61,HR,2010,100059,4500091385,00020
5000000515,2025,0003,261,SERV-6001,15.17,HR,1010,100059,4500091385,00020
5000000516,2024,0001,101,SPARE-5002,180.89,EA,2010,100008,4500090160,00020
5000000516,2024,0002,261,SPARE-5002,163.22,EA,1020,100008,4500090160,00020
5000000516,2024,0003,261,SPARE-5002,115.08,EA,1020,100008,4500090160,00020
5000000517,2025,0001,102,SPARE-5002,31.34,EA,1010,100055,4500090314,00020
5000000518,2025,0001,261,IT-3002,30.87,EA,1010,100020,4500090148,00010
5000000518,2025,0002,261,IT-3002,108.65,EA,2010,100020,4500090148,00010
5000000518,2025,0003,102,IT-3002,14.46,EA,2010,100020,4500090148,00010
5000000519,2025,0001,102,IT-3002,183.95,EA,1010,100016,4500090386,00020
5000000519,2025,0002,261,IT-3002,164.92,EA,1020,100016,4500090386,00020
5000000519,2025,0003,261,IT-3002,32.31,EA,2010,100016,4500090386,00020
5000000520,2024,0001,102,OFFC-4001,2.53,EA,2010,100030,4500091532,00010
5000000521,2024,0001,102,IT-3001,21.71,EA,1020,100036,4500090951,00010
5000000521,2024,0002,261,IT-3001,52.78,EA,2010,100036,4500090951,00010
5000000522,2024,0001,102,IT-3001,31.89,EA,1010,100038,4500091229,00030
5000000523,2025,0001,261,SERV-6002,125.62,EA,2010,100036,4500091249,00010
5000000523,2025,0002,261,SERV-6002,140.9,EA,1010,100036,4500091249,00010
5000000523,2025,0003,101,SERV-6002,35.46,EA,2010,100036,4500091249,00010
5000000524,2024,0001,261,OFFC-4001,55.07,EA,2010,100041,4500091682,00010
5000000525,2025,0001,261,MRO-1002,110.39,EA,1010,100030,4500090698,00020
5000000525,2025,0002,261,MRO-1002,192.06,EA,1020,100030,4500090698,00020
5000000525,2025,0003,261,MRO-1002,82.63,EA,1010,100030,4500090698,00020
5000000526,2025,0001,261,SPARE-5002,191.94,EA,1010,100028,4500090069,00010
5000000526,2025,0002,102,SPARE-5002,57.29,EA,1010,100028,4500090069,00010
5000000527,2024,0001,261,IT-3001,177.48,EA,1010,100037,4500091444,00040
5000000527,2024,0002,101,IT-3001,141.53,EA,1020,100037,4500091444,00040
5000000527,2024,0003,261,IT-3001,53.48,EA,1010,100037,4500091444,00040
5000000528,2024,0001,102,FUEL-2001,161.97,L,1020,100035,4500091337,00010
5000000528,2024,0002,101,FUEL-2001,104.41,L,2010,100035,4500091337,00010
5000000528,2024,0003,102,FUEL-2001,196.37,L,1010,100035,4500091337,00010
5000000529,2024,0001,102,SPARE-5001,3.78,EA,2010,100015,4500091399,00030
5000000530,2024,0001,101,MRO-1002,49.34,EA,1020,100003,4500091044,00030
5000000531,2024,0001,261,MRO-1001,65.93,EA,1020,100035,4500090511,00020
5000000532,2024,0001,101,IT-3001,63.65,EA,2010,100021,4500091750,00030
5000000532,2024,0002,101,IT-3001,198.67,EA,1010,100021,4500091750,00030
5000000533,2024,0001,261,SPARE-5001,55.67,EA,1020,100051,4500091342,00020
5000000533,2024,0002,101,SPARE-5001,164.8,EA,1010,100051,4500091342,00020
5000000534,2025,0001,261,SERV-6001,130.13,HR,1020,100047,4500090191,00030
5000000535,2025,0001,101,SERV-6002,167.97,EA,2010,100040,4500091710,00010
5000000535,2025,0002,102,SERV-6002,105.6,EA,1010,100040,4500091710,00010
5000000535,2025,0003,101,SERV-6002,19.66,EA,1020,100040,4500091710,00010
5000000536,2024,0001,261,SERV-6002,157.3,EA,1020,100041,4500090147,00020
5000000536,2024,0002,261,SERV-6002,33.44,EA,2010,100041,4500090147,00020
5000000537,2024,0001,101,MRO-1002,169.97,EA,2010,100056,4500090046,00020
5000000537,2024,0002,101,MRO-1002,67.98,EA,1010,100056,4500090046,00020
5000000537,2024,0003,101,MRO-1002,80.42,EA,1020,100056,4500090046,00020
5000000538,2024,0001,261,MRO-1001,117.02,EA,1020,100032,4500091289,00010
5000000538,2024,0002,261,MRO-1001,179.33,EA,2010,100032,4500091289,00010
5000000539,2024,0001,261,MRO-1002,16.27,EA,2010,100055,4500091824,00020
5000000540,2025,0001,102,SPARE-5001,134.23,EA,1020,100032,4500090642,00010
5000000540,2025,0002,261,SPARE-5001,10.09,EA,1010,100032,4500090642,00010
5000000541,2025,0001,101,SPARE-5002,197.98,EA,2010,100031,4500090039,00010
5000000542,2024,0001,101,FUEL-2001,23.63,L,1010,100059,4500090099,00030
5000000543,2025,0001,101,FUEL-2001,166.37,L,1020,100054,4500090967,00020
5000000543,2025,0002,261,FUEL-2001,47.58,L,1020,100054,4500090967,00020
5000000543,2025,0003,102,FUEL-2001,62.52,L,2010,100054,4500090967,00020
5000000544,2025,0001,102,SPARE-5001,112.96,EA,1010,100029,4500091518,00020
5000000545,2025,0001,261,MRO-1002,90.87,EA,2010,100007,4500090974,00010
5000000546,2024,0001,101,SERV-6001,52.41,HR,2010,100012,4500091991,00010
5000000547,2024,0001,101,SERV-6002,43.68,EA,1020,100019,4500091189,00010
5000000547,2024,0002,102,SERV-6002,171.93,EA,1010,100019,4500091189,00010
5000000547,2024,0003,102,SERV-6002,1.83,EA,2010,100019,4500091189,00010
5000000548,2024,0001,102,IT-3001,159.44,EA,2010,100055,4500090341,00010
5000000548,2024,0002,261,IT-3001,182.42,EA,2010,100055,4500090341,00010
5000000549,2025,0001,261,FUEL-2001,62.59,L,2010,100033,4500090101,00020
5000000550,2025,0001,102,IT-3002,121.27,EA,1010,100016,4500090229,00020
5000000550,2025,0002,102,IT-3002,51.63,EA,1020,100016,4500090229,00020
5000000550,2025,0003,101,IT-3002,65.99,EA,1020,100016,4500090229,00020
5000000551,2025,0001,101,SERV-6001,17.51,HR,1010,100000,4500090461,00010
5000000551,2025,0002,261,SERV-6001,82.58,HR,1010,100000,4500090461,00010
5000000552,2024,0001,101,SPARE-5002,190.12,EA,1020,100010,4500091318,00010
5000000552,2024,0002,261,SPARE-5002,135.73,EA,1020,100010,4500091318,00010
5000000553,2024,0001,101,OFFC-4001,178.96,EA,1010,100011,4500090349,00010
5000000554,2024,0001,261,IT-3001,184.41,EA,1010,100000,4500090202,00010
5000000554,2024,0002,102,IT-3001,27.7,EA,2010,100000,4500090202,00010
5000000555,2025,0001,261,SPARE-5001,188.18,EA,2010,100037,4500091788,00030
5000000555,2025,0002,261,SPARE-5001,184.61,EA,2010,100037,4500091788,00030
5000000556,2025,0001,102,OFFC-4001,139.07,EA,1010,100050,4500090165,00010
5000000557,2025,0001,102,OFFC-4001,171.53,EA,2010,100035,4500090511,00030
5000000557,2025,0002,102,OFFC-4001,21.07,EA,1020,100035,4500090511,00030
5000000558,2024,0001,102,FUEL-2001,92.22,L,1010,100016,4500091026,00020
5000000559,2025,0001,101,SERV-6002,21.81,EA,2010,100002,4500090267,00010
5000000559,2025,0002,261,SERV-6002,4.52,EA,1020,100002,4500090267,00010
5000000560,2025,0001,102,IT-3001,98.62,EA,2010,100014,4500091725,00010
5000000560,2025,0002,101,IT-3001,161.0,EA,1020,100014,4500091725,00010
5000000560,2025,0003,101,IT-3001,72.95,EA,1020,100014,4500091725,00010
5000000561,2024,0001,101,SERV-6002,142.57,EA,1010,100043,4500090447,00030
5000000561,2024,0002,101,SERV-6002,70.1,EA,2010,100043,4500090447,00030
5000000562,2025,0001,102,IT-3002,14.05,EA,1020,100030,4500091679,00040
5000000562,2025,0002,261,IT-3002,152.24,EA,2010,100030,4500091679,00040
5000000562,2025,0003,261,IT-3002,103.79,EA,1010,100030,4500091679,00040
5000000563,2025,0001,101,SPARE-5001,118.94,EA,2010,100025,4500090031,00010
5000000564,2025,0001,261,IT-3002,138.3,EA,1010,100002,4500091622,00010
5000000565,2024,0001,261,FUEL-2001,3.72,L,1010,100024,4500090766,00020
5000000566,2024,0001,102,OFFC-4001,166.91,EA,2010,100058,4500090156,00010
5000000566,2024,0002,261,OFFC-4001,132.62,EA,1010,100058,4500090156,00010
5000000566,2024,0003,101,OFFC-4001,178.45,EA,1010,100058,4500090156,00010
5000000567,2024,0001,102,SERV-6002,110.11,EA,1010,100029,4500091108,00030
5000000567,2024,0002,261,SERV-6002,148.13,EA,2010,100029,4500091108,00030
5000000568,2025,0001,261,SPARE-5001,183.5,EA,2010,100019,4500090152,00010
5000000569,2025,0001,102,OFFC-4001,121.32,EA,1010,100044,4500091966,00030
5000000570,2025,0001,102,IT-3002,176.3,EA,2010,100011,4500091945,00010
5000000570,2025,0002,261,IT-3002,38.35,EA,1010,100011,4500091945,00010
5000000570,2025,0003,102,IT-3002,117.76,EA,1020,100011,4500091945,00010
5000000571,2024,0001,261,MRO-1001,193.38,EA,1010,100051,4500090256,00010
5000000571,2024,0002,102,MRO-1001,183.52,EA,1020,100051,4500090256,00010
5000000572,2024,0001,101,SPARE-5002,138.1,EA,2010,100036,4500091036,00030
5000000572,2024,0002,101,SPARE-5002,72.15,EA,1020,100036,4500091036,00030
5000000572,2024,0003,261,SPARE-5002,108.51,EA,2010,100036,4500091036,00030
5000000573,2025,0001,261,SPARE-5001,53.69,EA,2010,100003,4500091510,00010
5000000573,2025,0002,101,SPARE-5001,52.31,EA,1010,100003,4500091510,00010
5000000573,2025,0003,102,SPARE-5001,150.7,EA,1020,100003,4500091510,00010
5000000574,2024,0001,102,MRO-1002,9.15,EA,1020,100047,4500090113,00030
5000000574,2024,0002,101,MRO-1002,53.84,EA,2010,100047,4500090113,00030
5000000575,2025,0001,261,SERV-6002,192.23,EA,2010,100014,4500090258,00030
5000000575,2025,0002,102,SERV-6002,172.92,EA,1010,100014,4500090258,00030
5000000576,2025,0001,102,OFFC-4001,13.38,EA,1020,100040,4500090725,00020
5000000576,2025,0002,261,OFFC-4001,17.06,EA,1010,100040,4500090725,00020
5000000576,2025,0003,101,OFFC-4001,21.15,EA,1020,100040,4500090725,00020
5000000577,2025,0001,261,IT-3002,153.09,EA,1010,100044,4500091766,00010
5000000577,2025,0002,102,IT-3002,4.31,EA,1020,100044,4500091766,00010
5000000577,2025,0003,101,IT-3002,63.08,EA,2010,100044,4500091766,00010
5000000578,2025,0001,101,SERV-6001,43.92,HR,2010,100003,4500091435,00020
5000000578,2025,0002,101,SERV-6001,96.82,HR,1010,100003,4500091435,00020
5000000579,2024,0001,102,FUEL-2001,64.38,L,1020,100003,4500090746,00010
5000000580,2024,0001,101,SPARE-5001,167.18,EA,2010,100009,4500091005,00020
5000000581,2025,0001,261,OFFC-4001,78.02,EA,1020,100044,4500090137,00010
5000000581,2025,0002,101,OFFC-4001,97.95,EA,2010,100044,4500090137,00010
5000000582,2024,0001,261,MRO-1001,16.12,EA,2010,100008,4500090606,00040
5000000582,2024,0002,261,MRO-1001,122.56,EA,2010,100008,4500090606,00040
5000000582,2024,0003,261,MRO-1001,158.63,EA,2010,100008,4500090606,00040
5000000583,2024,0001,101,SPARE-5001,119.74,EA,1020,100037,4500090901,00030
5000000583,2024,0002,101,SPARE-5001,19.44,EA,1010,100037,4500090901,00030
5000000584,2025,0001,101,SERV-6001,64.38,HR,2010,100015,4500090690,00030
5000000584,2025,0002,102,SERV-6001,27.47,HR,1010,100015,4500090690,00030
5000000584,2025,0003,261,SERV-6001,125.54,HR,1010,100015,4500090690,00030
5000000585,2025,0001,261,SERV-6002,69.34,EA,1010,100000,4500090461,00040
5000000585,2025,0002,101,SERV-6002,161.03,EA,1020,100000,4500090461,00040
5000000585,2025,0003,102,SERV-6002,55.56,EA,1020,100000,4500090461,00040
5000000586,2025,0001,102,IT-3002,145.69,EA,1010,100010,4500091395,00020
5000000587,2024,0001,101,SERV-6002,23.61,EA,1020,100004,4500091624,00030
5000000588,2025,0001,261,IT-3002,5.36,EA,1010,100054,4500091774,00040
5000000588,2025,0002,102,IT-3002,6.82,EA,2010,100054,4500091774,00040
5000000588,2025,0003,101,IT-3002,128.77,EA,2010,100054,4500091774,00040
5000000589,2025,0001,101,SPARE-5001,134.68,EA,1010,100026,4500091282,00030
5000000590,2025,0001,101,IT-3001,129.96,EA,1020,100059,4500090492,00010
5000000591,2024,0001,102,MRO-1001,173.21,EA,1020,100031,4500091196,00040
5000000591,2024,0002,101,MRO-1001,166.32,EA,1020,100031,4500091196,00040
5000000592,2025,0001,102,MRO-1001,130.26,EA,2010,100001,4500090376,00010
5000000593,2025,0001,102,SPARE-5002,72.44,EA,2010,100036,4500091974,00020
5000000593,2025,0002,102,SPARE-5002,88.01,EA,1020,100036,4500091974,00020
5000000594,2024,0001,102,SERV-6001,73.97,HR,2010,100013,4500091737,00010
5000000594,2024,0002,261,SERV-6001,36.72,HR,1010,100013,4500091737,00010
5000000595,2025,0001,261,IT-3001,26.36,EA,2010,100007,4500091466,00010
5000000595,2025,0002,261,IT-3001,134.02,EA,1020,100007,4500091466,00010
5000000595,2025,0003,101,IT-3001,80.3,EA,1010,100007,4500091466,00010
5000000596,2025,0001,101,MRO-1001,18.21,EA,1020,100018,4500090592,00010
5000000596,2025,0002,102,MRO-1001,106.53,EA,1010,100018,4500090592,00010
5000000597,2025,0001,261,SPARE-5001,180.55,EA,2010,100045,4500090838,00010
5000000597,2025,0002,102,SPARE-5001,88.82,EA,1020,100045,4500090838,00010
5000000598,2025,0001,261,SERV-6002,16.39,EA,1010,100059,4500091331,00030
5000000598,2025,0002,101,SERV-6002,14.4,EA,2010,100059,4500091331,00030
5000000598,2025,0003,102,SERV-6002,170.66,EA,1010,100059,4500091331,00030
5000000599,2024,0001,102,SERV-6002,133.81,EA,2010,100025,4500091625,00020
5000000600,2025,0001,101,SPARE-5002,190.38,EA,1020,100038,4500091712,00010
5000000600,2025,0002,261,SPARE-5002,140.88,EA,2010,100038,4500091712,00010
5000000600,2025,0003,102,SPARE-5002,94.66,EA,1020,100038,4500091712,00010
5000000601,2024,0001,102,SPARE-5001,154.55,EA,1020,100053,4500091316,00010
5000000602,2025,0001,102,IT-3002,47.31,EA,1010,100002,4500090300,00010
5000000603,2024,0001,261,OFFC-4001,25.95,EA,2010,100035,4500090204,00020
5000000603,2024,0002,261,OFFC-4001,128.69,EA,1020,100035,4500090204,00020
5000000603,2024,0003,261,OFFC-4001,10.33,EA,2010,100035,4500090204,00020
5000000604,2025,0001,261,MRO-1001,51.44,EA,1020,100028,4500091406,00010
5000000605,2025,0001,261,SPARE-5001,70.64,EA,1010,100021,4500090174,00010
5000000606,2024,0001,261,MRO-1002,173.55,EA,1010,100037,4500091352,00020
5000000606,2024,0002,102,MRO-1002,62.34,EA,2010,100037,4500091352,00020
5000000607,2024,0001,101,SERV-6001,137.97,HR,2010,100017,4500090434,00040
5000000607,2024,0002,261,SERV-6001,72.9,HR,1020,100017,4500090434,00040
5000000608,2024,0001,102,SPARE-5002,109.06,EA,1010,100013,4500091839,00020
5000000609,2025,0001,261,MRO-1002,25.74,EA,1010,100008,4500090015,00040
5000000609,2025,0002,261,MRO-1002,17.06,EA,1010,100008,4500090015,00040
5000000610,2024,0001,261,MRO-1001,153.19,EA,2010,100027,4500090195,00010
5000000611,2024,0001,102,FUEL-2001,89.88,L,1020,100011,4500090817,00030
5000000611,2024,0002,101,FUEL-2001,58.73,L,2010,100011,4500090817,00030
5000000612,2024,0001,101,IT-3002,38.46,EA,2010,100036,4500090693,00030
5000000612,2024,0002,261,IT-3002,199.97,EA,2010,100036,4500090693,00030
5000000612,2024,0003,261,IT-3002,48.97,EA,1020,100036,4500090693,00030
5000000613,2025,0001,261,IT-3002,103.08,EA,1010,100025,4500091895,00040
5000000613,2025,0002,261,IT-3002,55.04,EA,2010,100025,4500091895,00040
5000000614,2025,0001,261,SERV-6002,196.12,EA,1020,100042,4500091688,00040
5000000615,2025,0001,102,FUEL-2001,22.3,L,2010,100035,4500091027,00010
5000000616,2024,0001,102,MRO-1002,79.08,EA,2010,100058,4500090611,00030
5000000616,2024,0002,261,MRO-1002,56.05,EA,2010,100058,4500090611,00030
5000000617,2025,0001,102,SPARE-5001,186.07,EA,1010,100018,4500091778,00020
5000000617,2025,0002,261,SPARE-5001,60.09,EA,2010,100018,4500091778,00020
5000000618,2025,0001,102,MRO-1002,81.69,EA,1020,100026,4500090641,00010
5000000618,2025,0002,261,MRO-1002,179.25,EA,2010,100026,4500090641,00010
5000000619,2025,0001,102,OFFC-4001,78.38,EA,1010,100036,4500091929,00030
5000000619,2025,0002,101,OFFC-4001,29.32,EA,2010,100036,4500091929,00030
5000000620,2025,0001,101,SPARE-5001,92.25,EA,2010,100026,4500090905,00020
5000000620,2025,0002,101,SPARE-5001,137.41,EA,1010,100026,4500090905,00020
5000000620,2025,0003,261,SPARE-5001,103.62,EA,2010,100026,4500090905,00020
5000000621,2024,0001,102,FUEL-2001,131.51,L,1010,100049,4500090257,00020
5000000622,2024,0001,102,FUEL-2001,7.38,L,1020,100030,4500091660,00030
5000000622,2024,0002,101,FUEL-2001,143.3,L,2010,100030,4500091660,00030
5000000622,2024,0003,102,FUEL-2001,33.87,L,1010,100030,4500091660,00030
5000000623,2024,0001,102,SPARE-5001,74.99,EA,2010,100031,4500091599,00010
5000000623,2024,0002,101,SPARE-5001,150.43,EA,1010,100031,4500091599,00010
5000000624,2024,0001,101,IT-3001,58.1,EA,1020,100032,4500090570,00010
5000000624,2024,0002,261,IT-3001,149.65,EA,1010,100032,4500090570,00010
5000000625,2024,0001,102,FUEL-2001,199.31,L,1010,100017,4500090517,00020
5000000625,2024,0002,101,FUEL-2001,155.51,L,1010,100017,4500090517,00020
5000000626,2024,0001,101,SERV-6002,89.87,EA,1020,100048,4500090455,00020
5000000626,2024,0002,102,SERV-6002,47.99,EA,2010,100048,4500090455,00020
5000000627,2025,0001,261,SERV-6002,85.14,EA,2010,100053,4500091159,00010
5000000628,2025,0001,101,SERV-6001,28.58,HR,1010,100012,4500090897,00020
5000000628,2025,0002,101,SERV-6001,182.39,HR,2010,100012,4500090897,00020
5000000628,2025,0003,261,SERV-6001,175.97,HR,1010,100012,4500090897,00020
5000000629,2025,0001,261,IT-3002,34.51,EA,1010,100059,4500091160,00010
5000000629,2025,0002,101,IT-3002,95.96,EA,1010,100059,4500091160,00010
5000000629,2025,0003,102,IT-3002,23.1,EA,1020,100059,4500091160,00010
5000000630,2024,0001,102,MRO-1002,100.15,EA,2010,100047,4500091528,00010
5000000631,2025,0001,102,SERV-6001,60.79,HR,1020,100000,4500090602,00020
5000000631,2025,0002,102,SERV-6001,131.16,HR,1020,100000,4500090602,00020
5000000631,2025,0003,101,SERV-6001,21.52,HR,1010,100000,4500090602,00020
5000000632,2025,0001,102,OFFC-4001,42.97,EA,2010,100055,4500091221,00010
5000000632,2025,0002,101,OFFC-4001,26.97,EA,1010,100055,4500091221,00010
5000000632,2025,0003,102,OFFC-4001,161.06,EA,1020,100055,4500091221,00010
5000000633,2025,0001,102,SPARE-5002,193.31,EA,2010,100047,4500091964,00030
5000000633,2025,0002,102,SPARE-5002,74.87,EA,1010,100047,4500091964,00030
5000000633,2025,0003,261,SPARE-5002,20.81,EA,1010,100047,4500091964,00030
5000000634,2024,0001,261,MRO-1002,95.77,EA,1020,100025,4500091872,00030
5000000634,2024,0002,101,MRO-1002,136.57,EA,2010,100025,4500091872,00030
5000000634,2024,0003,102,MRO-1002,70.64,EA,1010,100025,4500091872,00030
5000000635,2025,0001,102,SPARE-5002,37.67,EA,2010,100009,4500091606,00010
5000000635,2025,0002,101,SPARE-5002,35.43,EA,2010,100009,4500091606,00010
5000000636,2025,0001,101,SPARE-5002,87.51,EA,1020,100041,4500091440,00030
5000000636,2025,0002,261,SPARE-5002,178.28,EA,2010,100041,4500091440,00030
5000000637,2025,0001,261,SPARE-5001,125.37,EA,1020,100041,4500090999,00030
5000000637,2025,0002,261,SPARE-5001,142.37,EA,1010,100041,4500090999,00030
5000000638,2025,0001,261,SPARE-5002,132.76,EA,2010,100001,4500090376,00030
5000000639,2024,0001,102,SERV-6002,157.85,EA,1010,100029,4500090764,00020
5000000639,2024,0002,101,SERV-6002,178.05,EA,1010,100029,4500090764,00020
5000000639,2024,0003,261,SERV-6002,94.85,EA,2010,100029,4500090764,00020
5000000640,2025,0001,101,OFFC-4001,197.64,EA,1020,100040,4500090142,00030
5000000641,2024,0001,261,SPARE-5002,47.77,EA,2010,100034,4500090754,00040
5000000641,2024,0002,102,SPARE-5002,77.31,EA,1010,100034,4500090754,00040
5000000641,2024,0003,261,SPARE-5002,114.68,EA,1010,100034,4500090754,00040
5000000642,2024,0001,101,SPARE-5002,173.03,EA,1020,100059,4500090946,00010
5000000643,2025,0001,102,FUEL-2001,179.49,L,2010,100014,4500091538,00030
5000000643,2025,0002,261,FUEL-2001,20.82,L,1010,100014,4500091538,00030
5000000644,2024,0001,102,SPARE-5002,12.6,EA,1020,100053,4500091594,00040
5000000644,2024,0002,261,SPARE-5002,106.64,EA,2010,100053,4500091594,00040
5000000645,2024,0001,102,SERV-6002,189.68,EA,1010,100001,4500091641,00020
5000000646,2024,0001,101,IT-3001,138.06,EA,1020,100005,4500090389,00040
5000000647,2024,0001,102,SPARE-5002,157.13,EA,1010,100006,4500090050,00010
5000000647,2024,0002,261,SPARE-5002,139.3,EA,1020,100006,4500090050,00010
5000000647,2024,0003,101,SPARE-5002,169.02,EA,1020,100006,4500090050,00010
5000000648,2025,0001,261,FUEL-2001,63.48,L,1020,100039,4500090284,00020
5000000648,2025,0002,102,FUEL-2001,107.84,L,1020,100039,4500090284,00020
5000000648,2025,0003,102,FUEL-2001,79.91,L,2010,100039,4500090284,00020
5000000649,2024,0001,261,SPARE-5001,101.5,EA,1010,100014,4500090818,00020
5000000650,2024,0001,102,IT-3002,53.36,EA,1020,100043,4500090057,00010
5000000651,2024,0001,101,IT-3001,102.02,EA,1010,100020,4500091671,00020
5000000651,2024,0002,101,IT-3001,191.81,EA,1010,100020,4500091671,00020
5000000652,2025,0001,102,IT-3002,86.07,EA,1010,100011,4500091059,00020
5000000653,2025,0001,102,IT-3002,9.84,EA,1020,100005,4500090458,00020
5000000653,2025,0002,102,IT-3002,24.6,EA,1020,100005,4500090458,00020
5000000654,2024,0001,101,SPARE-5001,9.42,EA,2010,100019,4500091320,00020
5000000654,2024,0002,101,SPARE-5001,8.11,EA,1020,100019,4500091320,00020
5000000655,2024,0001,261,SERV-6001,146.61,HR,1020,100040,4500091955,00030
5000000656,2025,0001,101,IT-3002,191.46,EA,2010,100013,4500091988,00030
5000000656,2025,0002,261,IT-3002,116.0,EA,1020,100013,4500091988,00030
5000000656,2025,0003,101,IT-3002,26.55,EA,2010,100013,4500091988,00030
5000000657,2025,0001,261,SERV-6002,70.18,EA,1020,100017,4500091271,00020
5000000657,2025,0002,261,SERV-6002,105.61,EA,2010,100017,4500091271,00020
5000000658,2025,0001,102,OFFC-4001,66.37,EA,2010,100053,4500090060,00040
5000000658,2025,0002,101,OFFC-4001,22.82,EA,1010,100053,4500090060,00040
5000000659,2024,0001,261,SERV-6002,148.66,EA,1020,100029,4500091810,00010
5000000660,2024,0001,101,FUEL-2001,133.86,L,2010,100047,4500090887,00020
