EBELN,EBELP,MATNR,TXZ01,WERKS,MATKL,MENGE,MEINS,NETPR,PEINH,NETWR
4500090533,00020,MRO-1002,Landing Gear Bushing,1010,MRO,246.42,EA,7926.33,1,1953206.24
4500090533,00030,MRO-1002,Landing Gear Bushing,1010,MRO,478.28,EA,2268.88,1,1085159.93
4500090534,00010,SPARE-5001,Turbine Blade Set,2010,SPARE,265.71,EA,4804.9,1,1276709.98
4500090534,00020,SPARE-5001,Turbine Blade Set,1020,SPARE,75.96,EA,5344.84,1,405994.05
4500090535,00010,MRO-1002,Landing Gear Bushing,1010,MRO,394.64,EA,6896.48,1,2721626.87
4500090535,00020,FUEL-2001,Jet A-1 Fuel,2010,FUEL,160.81,L,3136.98,1,504457.75
4500090535,00030,SPARE-5002,Brake Disc Assembly,1020,SPARE,407.51,EA,923.05,1,376152.11
4500090536,00010,OFFC-4001,Printer Toner Cartridge,1020,OFFC,247.61,EA,3860.68,1,955942.97
4500090536,00020,SERV-6002,Cleaning Service Cycle,2010,SERV,396.96,EA,2681.05,1,1064269.61
4500090536,00030,IT-3001,Ruggedized Laptop,2010,IT,192.21,EA,4403.73,1,846440.94
4500090537,00010,MRO-1002,Landing Gear Bushing,1010,MRO,118.36,EA,42.87,1,5074.09
4500090537,00020,OFFC-4001,Printer Toner Cartridge,1010,OFFC,279.63,EA,7661.77,1,2142460.75
4500090538,00010,IT-3001,Ruggedized Laptop,1010,IT,414.08,EA,465.81,1,192882.6
4500090538,00020,MRO-1002,Landing Gear Bushing,1020,MRO,481.06,EA,5637.62,1,2712033.48
4500090539,00010,SPARE-5002,Brake Disc Assembly,1010,SPARE,418.88,EA,6966.41,1,2918089.82
4500090540,00010,FUEL-2001,Jet A-1 Fuel,2010,FUEL,235.41,L,1138.1,1,267920.12
4500090540,00020,IT-3002,Network Switch 24-port,1020,IT,235.62,EA,5786.01,1,1363299.68
4500090541,00010,SERV-6002,Cleaning Service Cycle,1010,SERV,375.82,EA,4036.3,1,1516922.27
4500090542,00010,FUEL-2001,Jet A-1 Fuel,1020,FUEL,136.64,L,753.65,1,102978.74
4500090542,00020,FUEL-2001,Jet A-1 Fuel,1010,FUEL,371.82,L,3215.21,1,1195479.38
4500090542,00030,IT-3001,Ruggedized Laptop,2010,IT,196.75,EA,6583.59,1,1295321.33
4500090542,00040,SERV-6002,Cleaning Service Cycle,1020,SERV,421.01,EA,6536.14,1,2751780.3
4500090543,00010,SPARE-5001,Turbine Blade Set,1010,SPARE,98.17,EA,885.04,1,86884.38
4500090543,00020,OFFC-4001,Printer Toner Cartridge,1010,OFFC,301.99,EA,6775.94,1,2046266.12
4500090543,00030,IT-3001,Ruggedized Laptop,1010,IT,141.82,EA,4341.71,1,615741.31
4500090544,00010,IT-3002,Network Switch 24-port,1010,IT,43.43,EA,4569.58,1,198456.86
4500090544,00020,SERV-6002,Cleaning Service Cycle,1010,SERV,493.26,EA,3880.78,1,1914233.54
4500090545,00010,SPARE-5001,Turbine Blade Set,2010,SPARE,363.12,EA,7791.33,1,2829187.75
4500090545,00020,MRO-1002,Landing Gear Bushing,2010,MRO,166.33,EA,7174.16,1,1193278.03
4500090545,00030,MRO-1002,Landing Gear Bushing,1010,MRO,251.59,EA,6204.98,1,1561110.92
4500090546,00010,MRO-1002,Landing Gear Bushing,2010,MRO,442.72,EA,764.46,1,338441.73
4500090546,00020,IT-3001,Ruggedized Laptop,2010,IT,442.32,EA,6463.66,1,2859006.09
4500090546,00030,FUEL-2001,Jet A-1 Fuel,2010,FUEL,384.64,L,1305.16,1,502016.74
4500090546,00040,SERV-6001,Ground Handling Labor Hr,2010,SERV,496.15,HR,4877.74,1,2420090.7
4500090547,00010,SPARE-5001,Turbine Blade Set,2010,SPARE,120.32,EA,7976.14,1,959689.16
4500090548,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,433.9,HR,6383.12,1,2769635.77
4500090548,00020,SPARE-5002,Brake Disc Assembly,1020,SPARE,47.96,EA,2523.48,1,121026.1
4500090548,00030,FUEL-2001,Jet A-1 Fuel,1020,FUEL,35.01,L,4620.56,1,161765.81
4500090549,00010,FUEL-2001,Jet A-1 Fuel,1020,FUEL,469.97,L,7774.01,1,3653551.48
4500090549,00020,MRO-1001,Hydraulic Pump Assembly,1020,MRO,182.37,EA,2307.27,1,420776.83
4500090549,00030,SERV-6002,Cleaning Service Cycle,1020,SERV,458.65,EA,1049.29,1,481256.86
4500090549,00040,SERV-6001,Ground Handling Labor Hr,1020,SERV,422.57,HR,7617.32,1,3218850.91
4500090550,00010,IT-3001,Ruggedized Laptop,1010,IT,350.17,EA,4495.19,1,1574080.68
4500090551,00010,SPARE-5002,Brake Disc Assembly,1020,SPARE,334.91,EA,2804.52,1,939261.79
4500090551,00020,SERV-6001,Ground Handling Labor Hr,1010,SERV,450.16,HR,3729.53,1,1678885.22
4500090551,00030,FUEL-2001,Jet A-1 Fuel,1020,FUEL,366.16,L,7341.33,1,2688101.39
4500090551,00040,SPARE-5001,Turbine Blade Set,1020,SPARE,100.54,EA,2643.19,1,265746.32
4500090552,00010,SERV-6001,Ground Handling Labor Hr,2010,SERV,78.71,HR,3770.34,1,296763.46
4500090553,00010,IT-3001,Ruggedized Laptop,2010,IT,27.98,EA,6946.8,1,194371.46
4500090553,00020,SPARE-5001,Turbine Blade Set,1010,SPARE,135.65,EA,5092.78,1,690835.61
4500090553,00030,FUEL-2001,Jet A-1 Fuel,1020,FUEL,35.56,L,3252.45,1,115657.12
4500090553,00040,SPARE-5002,Brake Disc Assembly,2010,SPARE,435.77,EA,4207.73,1,1833602.5
4500090554,00010,IT-3001,Ruggedized Laptop,1020,IT,175.29,EA,3364.43,1,589750.93
4500090554,00020,SERV-6001,Ground Handling Labor Hr,2010,SERV,344.73,HR,1302.3,1,448941.88
4500090555,00010,SERV-6002,Cleaning Service Cycle,2010,SERV,308.64,EA,2603.39,1,803510.29
4500090556,00010,SPARE-5001,Turbine Blade Set,1020,SPARE,132.14,EA,5783.84,1,764276.62
4500090557,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,387.42,HR,4815.53,1,1865632.63
4500090557,00020,OFFC-4001,Printer Toner Cartridge,2010,OFFC,105.67,EA,1545.45,1,163307.7
4500090557,00030,SERV-6002,Cleaning Service Cycle,1020,SERV,477.6,EA,2974.65,1,1420692.84
4500090557,00040,MRO-1001,Hydraulic Pump Assembly,1010,MRO,151.67,EA,2469.58,1,374561.2
4500090558,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,487.06,HR,2699.9,1,1315013.29
4500090558,00020,SPARE-5002,Brake Disc Assembly,2010,SPARE,214.76,EA,1431.62,1,307454.71
4500090558,00030,FUEL-2001,Jet A-1 Fuel,2010,FUEL,271.84,L,3064.88,1,833156.98
4500090558,00040,SPARE-5001,Turbine Blade Set,1010,SPARE,317.42,EA,5622.7,1,1784757.43
4500090559,00010,SPARE-5002,Brake Disc Assembly,2010,SPARE,252.18,EA,6450.85,1,1626775.35
4500090560,00010,MRO-1002,Landing Gear Bushing,1020,MRO,175.96,EA,6354.13,1,1118072.71
4500090560,00020,SPARE-5001,Turbine Blade Set,2010,SPARE,454.09,EA,5165.98,1,2345819.86
4500090560,00030,SPARE-5001,Turbine Blade Set,1010,SPARE,4.79,EA,3009.66,1,14416.27
4500090560,00040,SERV-6001,Ground Handling Labor Hr,1020,SERV,142.52,HR,7039.27,1,1003236.76
4500090561,00010,FUEL-2001,Jet A-1 Fuel,2010,FUEL,395.46,L,6729.34,1,2661184.8
4500090562,00010,SERV-6002,Cleaning Service Cycle,2010,SERV,322.57,EA,6631.83,1,2139229.4
4500090562,00020,SPARE-5001,Turbine Blade Set,2010,SPARE,65.31,EA,5097.46,1,332915.11
4500090563,00010,SERV-6001,Ground Handling Labor Hr,1020,SERV,60.07,HR,4623.93,1,277759.48
4500090563,00020,IT-3002,Network Switch 24-port,1020,IT,418.83,EA,1289.24,1,539972.39
4500090564,00010,SERV-6002,Cleaning Service Cycle,1010,SERV,354.08,EA,7366.34,1,2608273.67
4500090565,00010,IT-3001,Ruggedized Laptop,1010,IT,326.61,EA,1789.61,1,584504.52
4500090565,00020,SERV-6001,Ground Handling Labor Hr,1020,SERV,420.39,HR,5815.97,1,2444975.63
4500090566,00010,MRO-1002,Landing Gear Bushing,1010,MRO,230.1,EA,4775.24,1,1098782.72
4500090567,00010,SPARE-5001,Turbine Blade Set,1020,SPARE,51.24,EA,6367.62,1,326276.85
4500090567,00020,MRO-1002,Landing Gear Bushing,1010,MRO,243.77,EA,5012.95,1,1222006.82
4500090568,00010,FUEL-2001,Jet A-1 Fuel,1010,FUEL,330.17,L,5057.08,1,1669696.1
4500090569,00010,IT-3001,Ruggedized Laptop,2010,IT,303.45,EA,4296.91,1,1303897.34
4500090570,00010,IT-3001,Ruggedized Laptop,1010,IT,42.64,EA,5538.98,1,236182.11
4500090570,00020,IT-3002,Network Switch 24-port,1010,IT,137.56,EA,1609.92,1,221460.6
4500090571,00010,SERV-6001,Ground Handling Labor Hr,1020,SERV,473.23,HR,7380.34,1,3492598.3
4500090571,00020,FUEL-2001,Jet A-1 Fuel,2010,FUEL,99.74,L,6771.37,1,675376.44
4500090571,00030,IT-3002,Network Switch 24-port,2010,IT,480.97,EA,841.1,1,404543.87
4500090571,00040,IT-3002,Network Switch 24-port,2010,IT,83.66,EA,1662.54,1,139088.1
4500090572,00010,SPARE-5001,Turbine Blade Set,2010,SPARE,100.66,EA,2836.27,1,285498.94
4500090572,00020,MRO-1002,Landing Gear Bushing,2010,MRO,225.25,EA,7117.81,1,1603286.7
4500090572,00030,IT-3002,Network Switch 24-port,2010,IT,293.85,EA,2361.92,1,694050.19
4500090572,00040,SERV-6001,Ground Handling Labor Hr,1010,SERV,176.77,HR,258.92,1,45769.29
4500090573,00010,OFFC-4001,Printer Toner Cartridge,1010,OFFC,73.37,EA,2529.33,1,185576.94
4500090573,00020,OFFC-4001,Printer Toner Cartridge,1010,OFFC,344.46,EA,5740.08,1,1977227.96
4500090573,00030,SPARE-5002,Brake Disc Assembly,1010,SPARE,284.17,EA,2586.06,1,734880.67
4500090574,00010,SERV-6002,Cleaning Service Cycle,1020,SERV,446.44,EA,3385.57,1,1511453.87
4500090575,00010,SPARE-5001,Turbine Blade Set,2010,SPARE,60.51,EA,3633.23,1,219846.75
4500090575,00020,OFFC-4001,Printer Toner Cartridge,1010,OFFC,295.99,EA,1906.65,1,564349.33
4500090575,00030,IT-3002,Network Switch 24-port,2010,IT,9.9,EA,6270.78,1,62080.72
4500090576,00010,MRO-1001,Hydraulic Pump Assembly,1020,MRO,35.66,EA,779.06,1,27781.28
4500090576,00020,IT-3002,Network Switch 24-port,1020,IT,138.06,EA,6034.46,1,833117.55
4500090576,00030,MRO-1002,Landing Gear Bushing,2010,MRO,278.67,EA,2519.13,1,702005.96
4500090577,00010,SERV-6002,Cleaning Service Cycle,1010,SERV,52.27,EA,1807.63,1,94484.82
4500090577,00020,FUEL-2001,Jet A-1 Fuel,2010,FUEL,53.46,L,2596.42,1,138804.61
4500090577,00030,SPARE-5001,Turbine Blade Set,2010,SPARE,113.94,EA,722.37,1,82306.84
4500090578,00010,IT-3002,Network Switch 24-port,2010,IT,38.45,EA,2648.05,1,101817.52
4500090579,00010,FUEL-2001,Jet A-1 Fuel,2010,FUEL,160.35,L,1201.05,1,192588.37
4500090580,00010,IT-3002,Network Switch 24-port,1010,IT,161.63,EA,5852.3,1,945907.25
4500090580,00020,MRO-1002,Landing Gear Bushing,1010,MRO,132.64,EA,2383.95,1,316207.13
4500090580,00030,OFFC-4001,Printer Toner Cartridge,2010,OFFC,279.7,EA,6985.52,1,1953849.94
4500090580,00040,IT-3001,Ruggedized Laptop,1020,IT,347.79,EA,619.65,1,215508.07
4500090581,00010,MRO-1002,Landing Gear Bushing,2010,MRO,170.88,EA,6515.68,1,1113399.4
4500090581,00020,SERV-6001,Ground Handling Labor Hr,1020,SERV,429.37,HR,6088.69,1,2614300.83
4500090581,00030,SPARE-5002,Brake Disc Assembly,1010,SPARE,327.99,EA,6785.5,1,2225576.15
4500090581,00040,FUEL-2001,Jet A-1 Fuel,1020,FUEL,110.17,L,2921.88,1,321903.52
4500090582,00010,FUEL-2001,Jet A-1 Fuel,2010,FUEL,343.45,L,7612.93,1,2614660.81
4500090582,00020,MRO-1002,Landing Gear Bushing,2010,MRO,74.5,EA,7012.05,1,522397.73
4500090582,00030,MRO-1002,Landing Gear Bushing,1010,MRO,121.04,EA,7154.9,1,866029.1
4500090582,00040,IT-3002,Network Switch 24-port,1020,IT,15.26,EA,5301.85,1,80906.23
4500090583,00010,SPARE-5001,Turbine Blade Set,1010,SPARE,251.59,EA,4073.26,1,1024791.48
4500090583,00020,SPARE-5002,Brake Disc Assembly,2010,SPARE,137.02,EA,800.55,1,109691.36
4500090584,00010,SERV-6001,Ground Handling Labor Hr,2010,SERV,217.35,HR,5455.66,1,1185787.7
4500090584,00020,IT-3001,Ruggedized Laptop,1010,IT,479.53,EA,1772.25,1,849847.04
4500090584,00030,MRO-1001,Hydraulic Pump Assembly,2010,MRO,288.04,EA,1925.36,1,554580.69
4500090584,00040,MRO-1002,Landing Gear Bushing,2010,MRO,138.45,EA,7063.15,1,977893.12
4500090585,00010,IT-3001,Ruggedized Laptop,2010,IT,86.34,EA,1644.53,1,141988.72
4500090585,00020,IT-3002,Network Switch 24-port,1010,IT,353.22,EA,2318.07,1,818788.69
4500090585,00030,MRO-1002,Landing Gear Bushing,2010,MRO,93.35,EA,7264.1,1,678103.73
4500090585,00040,SPARE-5002,Brake Disc Assembly,2010,SPARE,369.81,EA,6823.46,1,2523383.74
4500090586,00010,FUEL-2001,Jet A-1 Fuel,1020,FUEL,481.16,L,5334.93,1,2566954.92
4500090586,00020,OFFC-4001,Printer Toner Cartridge,1010,OFFC,11.39,EA,7795.48,1,88790.52
4500090586,00030,FUEL-2001,Jet A-1 Fuel,2010,FUEL,339.92,L,6827.66,1,2320858.19
4500090586,00040,OFFC-4001,Printer Toner Cartridge,1020,OFFC,484.8,EA,4673.61,1,2265766.13
4500090587,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,252.07,HR,6044.84,1,1523722.82
4500090587,00020,MRO-1002,Landing Gear Bushing,1020,MRO,153.0,EA,5894.77,1,901899.81
4500090588,00010,OFFC-4001,Printer Toner Cartridge,2010,OFFC,151.27,EA,2683.24,1,405893.71
4500090589,00010,SPARE-5001,Turbine Blade Set,1010,SPARE,428.28,EA,5281.75,1,2262067.89
4500090589,00020,OFFC-4001,Printer Toner Cartridge,2010,OFFC,249.42,EA,1970.06,1,491372.37
4500090590,00010,SERV-6001,Ground Handling Labor Hr,2010,SERV,449.71,HR,3605.17,1,1621281.0
4500090590,00020,FUEL-2001,Jet A-1 Fuel,1020,FUEL,133.39,L,5438.95,1,725501.54
4500090590,00030,SPARE-5001,Turbine Blade Set,1020,SPARE,294.98,EA,7563.23,1,2231001.59
4500090591,00010,IT-3002,Network Switch 24-port,2010,IT,55.99,EA,86.51,1,4843.69
4500090591,00020,FUEL-2001,Jet A-1 Fuel,1020,FUEL,233.69,L,1218.82,1,284826.05
4500090591,00030,SERV-6002,Cleaning Service Cycle,1020,SERV,279.51,EA,1317.6,1,368282.38
4500090592,00010,MRO-1001,Hydraulic Pump Assembly,1020,MRO,244.69,EA,60.62,1,14833.11
4500090593,00010,IT-3002,Network Switch 24-port,1020,IT,72.18,EA,5869.76,1,423679.28
4500090594,00010,SPARE-5001,Turbine Blade Set,1020,SPARE,200.16,EA,7235.22,1,1448201.64
4500090594,00020,IT-3002,Network Switch 24-port,1020,IT,298.92,EA,1402.95,1,419369.81
4500090594,00030,OFFC-4001,Printer Toner Cartridge,1010,OFFC,402.39,EA,1130.63,1,454954.21
4500090594,00040,IT-3002,Network Switch 24-port,1020,IT,68.71,EA,4443.18,1,305290.9
4500090595,00010,FUEL-2001,Jet A-1 Fuel,2010,FUEL,263.76,L,5559.18,1,1466289.32
4500090596,00010,SPARE-5001,Turbine Blade Set,1010,SPARE,231.18,EA,7302.22,1,1688127.22
4500090596,00020,SPARE-5001,Turbine Blade Set,1020,SPARE,45.13,EA,1141.87,1,51532.59
4500090596,00030,IT-3001,Ruggedized Laptop,2010,IT,290.58,EA,2997.43,1,870993.21
4500090596,00040,SERV-6001,Ground Handling Labor Hr,1010,SERV,450.06,HR,7024.89,1,3161621.99
4500090597,00010,MRO-1002,Landing Gear Bushing,2010,MRO,28.29,EA,6642.56,1,187918.02
4500090598,00010,MRO-1002,Landing Gear Bushing,2010,MRO,370.5,EA,5401.82,1,2001374.31
4500090599,00010,IT-3002,Network Switch 24-port,1010,IT,314.49,EA,5758.75,1,1811069.29
4500090599,00020,SPARE-5002,Brake Disc Assembly,1010,SPARE,312.21,EA,1621.58,1,506273.49
4500090600,00010,MRO-1001,Hydraulic Pump Assembly,1010,MRO,416.53,EA,3561.65,1,1483534.07
4500090600,00020,MRO-1002,Landing Gear Bushing,1010,MRO,150.66,EA,3880.08,1,584572.85
4500090600,00030,IT-3001,Ruggedized Laptop,2010,IT,421.02,EA,4382.82,1,1845254.88
4500090600,00040,SPARE-5002,Brake Disc Assembly,1020,SPARE,429.8,EA,4944.92,1,2125326.62
4500090601,00010,SPARE-5002,Brake Disc Assembly,2010,SPARE,145.73,EA,5346.93,1,779208.11
4500090601,00020,SPARE-5002,Brake Disc Assembly,1020,SPARE,184.3,EA,2215.95,1,408399.58
4500090601,00030,MRO-1002,Landing Gear Bushing,1010,MRO,232.52,EA,6511.68,1,1514095.83
4500090601,00040,MRO-1001,Hydraulic Pump Assembly,1020,MRO,142.43,EA,978.61,1,139383.42
4500090602,00010,SPARE-5002,Brake Disc Assembly,1020,SPARE,139.18,EA,7854.39,1,1093174.0
4500090602,00020,SERV-6001,Ground Handling Labor Hr,1020,SERV,428.06,HR,4035.58,1,1727470.37
4500090602,00030,SERV-6001,Ground Handling Labor Hr,2010,SERV,195.92,HR,520.87,1,102048.85
4500090602,00040,FUEL-2001,Jet A-1 Fuel,1020,FUEL,176.58,L,5759.29,1,1016975.43
4500090603,00010,SPARE-5002,Brake Disc Assembly,2010,SPARE,303.32,EA,1459.39,1,442662.17
4500090603,00020,SERV-6001,Ground Handling Labor Hr,1010,SERV,387.92,HR,4212.96,1,1634291.44
4500090603,00030,OFFC-4001,Printer Toner Cartridge,2010,OFFC,294.84,EA,4654.18,1,1372238.43
4500090603,00040,SERV-6002,Cleaning Service Cycle,1010,SERV,415.11,EA,559.21,1,232133.66
4500090604,00010,IT-3001,Ruggedized Laptop,2010,IT,490.68,EA,6472.27,1,3175813.44
4500090604,00020,IT-3001,Ruggedized Laptop,2010,IT,53.61,EA,7048.43,1,377866.33
4500090604,00030,SPARE-5001,Turbine Blade Set,1010,SPARE,378.15,EA,3372.05,1,1275140.71
4500090605,00010,FUEL-2001,Jet A-1 Fuel,1020,FUEL,161.26,L,5595.83,1,902383.55
4500090606,00010,IT-3002,Network Switch 24-port,1020,IT,113.52,EA,5942.39,1,674580.11
4500090606,00020,SERV-6001,Ground Handling Labor Hr,2010,SERV,404.53,HR,1554.52,1,628849.98
4500090606,00030,MRO-1001,Hydraulic Pump Assembly,1010,MRO,314.93,EA,5355.89,1,1686730.44
4500090606,00040,MRO-1001,Hydraulic Pump Assembly,1020,MRO,405.19,EA,7148.46,1,2896484.51
4500090607,00010,IT-3001,Ruggedized Laptop,1020,IT,285.61,EA,3800.39,1,1085429.39
4500090607,00020,OFFC-4001,Printer Toner Cartridge,1010,OFFC,309.62,EA,4478.4,1,1386602.21
4500090608,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,149.82,HR,961.06,1,143986.01
4500090608,00020,MRO-1001,Hydraulic Pump Assembly,1010,MRO,301.14,EA,2660.74,1,801255.24
4500090609,00010,SERV-6001,Ground Handling Labor Hr,2010,SERV,288.1,HR,6828.5,1,1967290.85
4500090610,00010,MRO-1001,Hydraulic Pump Assembly,1010,MRO,17.11,EA,3382.82,1,57880.05
4500090610,00020,OFFC-4001,Printer Toner Cartridge,1010,OFFC,444.13,EA,493.95,1,219378.01
4500090610,00030,SERV-6001,Ground Handling Labor Hr,2010,SERV,408.56,HR,2650.28,1,1082798.4
4500090611,00010,SERV-6002,Cleaning Service Cycle,2010,SERV,369.91,EA,7436.32,1,2750769.13
4500090611,00020,SPARE-5002,Brake Disc Assembly,1010,SPARE,473.35,EA,2178.66,1,1031268.71
4500090611,00030,MRO-1002,Landing Gear Bushing,2010,MRO,18.76,EA,4070.68,1,76365.96
4500090611,00040,OFFC-4001,Printer Toner Cartridge,1010,OFFC,216.33,EA,2441.28,1,528122.1
4500090612,00010,SPARE-5001,Turbine Blade Set,1020,SPARE,383.08,EA,5569.62,1,2133610.03
4500090613,00010,IT-3001,Ruggedized Laptop,1010,IT,172.22,EA,7346.19,1,1265160.84
4500090613,00020,IT-3001,Ruggedized Laptop,1020,IT,46.9,EA,100.2,1,4699.38
4500090613,00030,SERV-6001,Ground Handling Labor Hr,1010,SERV,284.46,HR,7927.69,1,2255110.7
4500090614,00010,MRO-1001,Hydraulic Pump Assembly,1010,MRO,157.75,EA,4827.28,1,761503.42
4500090614,00020,IT-3002,Network Switch 24-port,2010,IT,65.73,EA,3194.59,1,209980.4
4500090614,00030,MRO-1002,Landing Gear Bushing,2010,MRO,328.64,EA,629.5,1,206878.88
4500090615,00010,SERV-6001,Ground Handling Labor Hr,2010,SERV,147.05,HR,5236.08,1,769965.56
4500090615,00020,IT-3002,Network Switch 24-port,1010,IT,160.11,EA,4340.53,1,694962.26
4500090615,00030,MRO-1001,Hydraulic Pump Assembly,2010,MRO,173.97,EA,3298.45,1,573831.35
4500090616,00010,OFFC-4001,Printer Toner Cartridge,1010,OFFC,362.73,EA,6307.76,1,2288013.78
4500090617,00010,IT-3002,Network Switch 24-port,1010,IT,139.71,EA,3085.73,1,431107.34
4500090618,00010,MRO-1001,Hydraulic Pump Assembly,2010,MRO,113.0,EA,3047.03,1,344314.39
4500090618,00020,SPARE-5001,Turbine Blade Set,1010,SPARE,266.71,EA,5290.01,1,1410898.57
4500090618,00030,SERV-6001,Ground Handling Labor Hr,2010,SERV,381.74,HR,7499.05,1,2862687.35
4500090618,00040,OFFC-4001,Printer Toner Cartridge,2010,OFFC,461.43,EA,7261.45,1,3350650.87
4500090619,00010,SERV-6001,Ground Handling Labor Hr,2010,SERV,194.67,HR,5775.95,1,1124404.19
4500090620,00010,FUEL-2001,Jet A-1 Fuel,2010,FUEL,453.95,L,2259.99,1,1025922.46
4500090620,00020,IT-3002,Network Switch 24-port,2010,IT,43.68,EA,2014.46,1,87991.61
4500090621,00010,SERV-6002,Cleaning Service Cycle,2010,SERV,7.16,EA,2469.02,1,17678.18
4500090621,00020,OFFC-4001,Printer Toner Cartridge,1020,OFFC,418.16,EA,6783.79,1,2836709.63
4500090621,00030,SPARE-5002,Brake Disc Assembly,1010,SPARE,9.62,EA,90.79,1,873.4
4500090622,00010,SERV-6002,Cleaning Service Cycle,1020,SERV,276.17,EA,7627.28,1,2106425.92
4500090622,00020,FUEL-2001,Jet A-1 Fuel,1020,FUEL,129.75,L,6298.15,1,817184.96
4500090622,00030,SPARE-5002,Brake Disc Assembly,1010,SPARE,64.48,EA,5050.1,1,325630.45
4500090623,00010,SERV-6001,Ground Handling Labor Hr,1010,SERV,430.42,HR,4647.53,1,2000389.86
4500090623,00020,SERV-6001,Ground Handling Labor Hr,2010,SERV,358.96,HR,505.29,1,181378.9
4500090624,00010,MRO-1002,Landing Gear Bushing,2010,MRO,39.66,EA,3561.63,1,141254.25
4500090624,00020,MRO-1002,Landing Gear Bushing,1020,MRO,119.25,EA,2619.8,1,312411.15
4500090624,00030,SPARE-5001,Turbine Blade Set,1020,SPARE,36.63,EA,3423.27,1,125394.38
4500090625,00010,IT-3002,Network Switch 24-port,1010,IT,311.34,EA,1299.3,1,404524.06
4500090625,00020,IT-3002,Network Switch 24-port,1010,IT,465.22,EA,7296.74,1,3394589.38
4500090625,00030,MRO-1002,Landing Gear Bushing,2010,MRO,304.91,EA,6468.11,1,1972191.42
4500090625,00040,SERV-6001,Ground Handling Labor Hr,1010,SERV,391.95,HR,5708.47,1,2237434.82
4500090626,00010,IT-3001,Ruggedized Laptop,2010,IT,283.14,EA,7982.55,1,2260179.21
4500090627,00010,OFFC-4001,Printer Toner Cartridge,1020,OFFC,135.32,EA,6691.35,1,905473.48
4500090627,00020,IT-3001,Ruggedized Laptop,1020,IT,165.01,EA,6396.07,1,1055415.51
4500090627,00030,IT-3001,Ruggedized Laptop,1010,IT,228.45,EA,5990.54,1,1368538.86
4500090627,00040,IT-3001,Ruggedized Laptop,1020,IT,223.06,EA,7661.72,1,1709023.26
4500090628,00010,SPARE-5002,Brake Disc Assembly,1010,SPARE,393.37,EA,1853.51,1,729115.23
4500090628,00020,SERV-6001,Ground Handling Labor Hr,2010,SERV,123.23,HR,7275.94,1,896614.09
4500090629,00010,MRO-1002,Landing Gear Bushing,1010,MRO,204.84,EA,4050.11,1,829624.53
4500090630,00010,SPARE-5001,Turbine Blade Set,1020,SPARE,132.42,EA,4445.54,1,588678.41
4500090631,00010,FUEL-2001,Jet A-1 Fuel,1020,FUEL,257.93,L,4243.89,1,1094626.55
4500090632,00010,OFFC-4001,Printer Toner Cartridge,2010,OFFC,448.82,EA,7188.86,1,3226504.15
4500090633,00010,SPARE-5001,Turbine Blade Set,1020,SPARE,315.79,EA,5930.77,1,1872877.86
4500090633,00020,IT-3002,Network Switch 24-port,2010,IT,379.07,EA,5606.91,1,2125411.37
4500090633,00030,FUEL-2001,Jet A-1 Fuel,2010,FUEL,362.13,L,4724.67,1,1710944.75
4500090633,00040,MRO-1002,Landing Gear Bushing,2010,MRO,76.98,EA,82.11,1,6320.83
4500090634,00010,MRO-1002,Landing Gear Bushing,1010,MRO,116.9,EA,3956.48,1,462512.51
4500090634,00020,SERV-6002,Cleaning Service Cycle,2010,SERV,259.32,EA,4211.05,1,1092009.49
4500090634,00030,SPARE-5001,Turbine Blade Set,1010,SPARE,143.34,EA,3084.86,1,442183.83
4500090635,00010,MRO-1002,Landing Gear Bushing,1020,MRO,174.33,EA,1341.43,1,233851.49
4500090635,00020,IT-3002,Network Switch 24-port,1010,IT,243.83,EA,1804.59,1,440013.18
4500090635,00030,IT-3002,Network Switch 24-port,2010,IT,469.66,EA,2090.24,1,981702.12
4500090636,00010,MRO-1001,Hydraulic Pump Assembly,2010,MRO,299.6,EA,337.17,1,101016.13
4500090636,00020,SERV-6001,Ground Handling Labor Hr,1010,SERV,399.7,HR,73.19,1,29254.04
4500090637,00010,IT-3002,Network Switch 24-port,1010,IT,459.08,EA,5735.68,1,2633135.97
4500090637,00020,SPARE-5002,Brake Disc Assembly,1010,SPARE,444.55,EA,3956.18,1,1758719.82
4500090637,00030,FUEL-2001,Jet A-1 Fuel,1010,FUEL,496.55,L,5858.44,1,2909008.38
4500090637,00040,OFFC-4001,Printer Toner Cartridge,1010,OFFC,402.02,EA,5959.33,1,2395769.85
4500090638,00010,MRO-1001,Hydraulic Pump Assembly,2010,MRO,217.26,EA,7460.3,1,1620824.78
4500090638,00020,OFFC-4001,Printer Toner Cartridge,2010,OFFC,96.01,EA,4474.2,1,429567.94
4500090638,00030,MRO-1001,Hydraulic Pump Assembly,1010,MRO,474.64,EA,5025.73,1,2385412.49
4500090639,00010,FUEL-2001,Jet A-1 Fuel,1010,FUEL,367.05,L,2275.15,1,835093.81
4500090639,00020,MRO-1002,Landing Gear Bushing,2010,MRO,475.47,EA,6860.11,1,3261776.5
4500090639,00030,IT-3001,Ruggedized Laptop,2010,IT,2.6,EA,556.74,1,1447.52
